platform,username,display_name,content_text_cleaned,content_url,timestamp,scraped_at,likes_count,views_count,shares_count,comments_count,replies_count,retweets_count,hashtags,mentions,keyword_used,primary_location,secondary_location,video_id,video_duration,music_title,sentiment,sentiment_confidence,emotion,emotion_confidence,province,PER,ORG,PET,SPORT_HOBBY,INFLUENCER
tiktok,ghanzz.editz,@ghanzz.editz,indonesia nama resmi republik indonesia a buah negara pulau asia tenggara lintas garis khatulistiwa ada darat benua asia oseania kenal negara lintas benua antara samudra pasifik samudra hindia indonesia rupa negara luas sekaligus negara pulau besar dunia luas wilayah besar km negara pulau banyak dunia jumlah pulau nama alternatif pakai pulau indonesia sebut nusantara itu indonesia jadi negara duduk banyak dunia duduk capai jiwa tahun indonesia negara multirasial multietnis multikulturalisme dunia hal amerika serikat indonesia batas jumlah negara asia tenggara oseania indonesia batas wilayah darat malaysia pulau kalimantan batik papua nugini pulau papua timor leste pulau timor negara hanya batas laut indonesia singapura filipina australia thailand vietnam palau wilayah satu pulau andam nikobar india indonesia negara satu bentuk perintah republik dasar konstitusi sah undang undang dasar negara republik indonesia tahun uud dasar uud dewan wakil rakyat dpr dewan wakil daerah dpd presiden calon lalu pilih pilih umum ibu kota indonesia jakarta tanggal januari perintah indonesia tetap ibu kota nusantara ada pulau kalimantan tempat wilayah kabupaten najam paser utara ganti jakarta ibu kota baru hingga tahun proses alih ibu kota langsung indonesia diri bagai suku bangsa bahasa agama dasar rumpun bangsa indonesia diri atas bangsa asli pribumi austronesia melanesia mana bangsa austronesia besar jumlah lebih banyak ami indonesia bagi barat suku jawa sunda bentuk kelompok suku bangsa besar persentase capai seluruh duduk indonesia semboyan nasional indonesia bhinneka tunggal ika beda beda tetap satu makna agam sosial budaya bentuk satu satu negara milik duduk padat wilayah luas indonesia milik alam dukung tingkat keanekaragaman hayati besar dunia indonesia rupa negara pulau besar dunia ada asia tenggara letak di antara benua asia benua australia oseania di antara samudra hindia samudra pasifik negara ini milik pulau sebar di sekitar khatulistiwa banyak pulau baku nama sekitar pulau hun pulau pulau besar di indonesia sumatra jawa kalimantan bagi malaysia brunei darussalam sulawesi papua bagi papua nugini indonesia rupa negara satu jalan perintah republik presidensial multipartai demokratis konstitusi indonesia undang undang dasar negara republik indonesia tahun uud era reformasi alami empat kali amendemen bawa ubah besar kuasa legislatif eksekutif yudikatif salah satu ubah utama delegasi kuasa wewenang bagai entitas regional tetap jadi negara satu sistem ekonomi indonesia awal dukung dengan luncur oeang repoeblik indonesia ori pada tanggal oktober jadi mata uang pertama republik indonesia lanjut ganti jadi rupiah sumber wikipedia indonesia republicofindonesia republikindonesia jakarta,https://www.tiktok.com/@ghanzz.editz/video/7513170675247451410,2025-06-07T11:39:28+00:00,2025-09-19T05:48:45.858174+00:00,28100,388400,1190,405,0,0,"['#indonesia', '#republicofindonesia', '#republikindonesia', '#jakarta']",[],#indonesia,,,7513170675247451410,19,original sound - メ 𝐖𝐈𝐍𝐁𝐎𝐘 𝐏𝐒𝐓🎟️,Neutral,0.7257,Stress,0.8546,unknown,,"[""DPR Ri""]",,,
tiktok,officialinews,@officialinews,menteri esdm bahlil lahadalia tegas akan buka tambah impor bbm non subsidi spbu swasta tekan kuota impor naik banding tahun biar jelas spbu swasta kami beri kuota impor lebih besar tahun ujar selasa bahlil respons isu phk spbu swasta usul kolaborasi spbu swasta pertamina baca lengkap sini esdm bahlil spbu phk imporbbm bbm layoff,https://www.tiktok.com/@officialinews/video/7550644763272269057,2025-09-16T11:18:07+00:00,2025-09-19T05:47:30.470358+00:00,40300,1500000,2507,10000,0,0,"['#ESDM', '#Bahlil', '#SPBU', '#phk', '#ImporBBM', '#BBM', '#LayOff']",[],#pemerintah,,,7550644763272269057,98,suara asli - OfficialiNews,Neutral,0.96,Stress,0.9887,unknown,"[""Bahlil Lahadalia"", ""Selasa Bahlil""]","[""Esdm Bahlil"", ""Kolaborasi Spbu Swasta Pertamina""]",,,
tiktok,forumkeadilantv,@forumkeadilantv,anthony budiawan jokowi serah negara kartel undang undang dasar tegas sebut bumi air kaya alam kandung dalam asai negara guna besar besar makmur rakyat meski keruk ambil segala kaya alam garis miskin bumi pertiwi tinggi lari uang hasil pengeloaan kaya alam benar nikmat gelintir orang kenapa itu jadi podcast madilog forum adil ikut jawab tanya tanya sebut kritis sama narasumber ahli bidang host darmawan sepriyossa jurnalis senior narasumber anthony budiawan ekonom jokowi kartel lowtuckkwong ekonomi batubara antonybudiawan pajak podcastmadilog forumkeadilan kekayaanalam miskin politikindonesia korupsi nagaindonesia haji mafia tambang,https://www.tiktok.com/@forumkeadilantv/video/7546959883506142484,2025-09-07T06:00:00+00:00,2025-09-19T05:48:09.033638+00:00,8276,406000,1099,448,0,0,"['#jokowi', '#kartel', '#lowtuckkwong', '#ekonomi', '#batubara', '#antonybudiawan', '#pajak', '#podcastmadilog', '#forumkeadilan', '#kekayaanalam', '#kemiskinan', '#politikindonesia', '#korupsi', '#9nagaindonesia', '#9haji', '#mafia', '#tambang']",[],#politik,,,7546959883506142484,125,suara asli - Forum Keadilan,Neutral,0.8204,Stress,0.9891,unknown,"[""Anthony Budiawan"", ""Darmawan Sepriyossa"", ""Joko Widodo"", ""Kartel Low""]","[""Bidang Host"", ""El Undang"", ""Madilog Forum Adil"", ""Podcastmadilog Forumkeadilan Kekayaanalam Miskin"", ""Tuckkwong Ekonomi Batubara""]",,"[""lari""]","[""Joko Widodo"", ""Jokowi""]"
twitter,@brokxoli,≽ܫ≼,praktik macam nilai jadi budaya indonesia jabat angkat bukan dasar kapasitas mereka jadi simbol politik semata,https://x.com/brokxoli/status/1968878409431339484,2025-09-19T03:22:47.000Z,2025-09-19 12:50:39,0,77,0,0,1,0,[],[],,None,"Queens, NY",,,,Negative,0.8901,Stress,0.989,unknown,,,,,
twitter,@Joyyc__,JOY Jokiin,open joki tugas skripsi proposal makalah esai paper real time ppt mind map poster lain hubung internasional bahasa inggris sosiologi ilmu politik perintah sejarah kewarganegaraan bahasa indonesia wa me jokitugas,https://x.com/Joyyc__/status/1968871167600594952,2025-09-19T02:54:00.000Z,2025-09-19 12:51:00,0,193,0,0,1,0,['#jokitugas'],[],,None,"Banten, Indonesia",,,,Neutral,0.9287,Stress,0.9863,Banten,,"[""Open Joki""]",,,
tiktok,garuda.siwa.infot,@garuda.siwa.infot,nadiem makarim kini sangka korupsi nadiemmakarim mendikbudristek kpk beritakorupsi beritaviral beritaterkini beritaterupdate beritapolitik beritahariini,https://www.tiktok.com/@garuda.siwa.infot/video/7546287415137144082,2025-09-05T05:15:00+00:00,2025-09-19T05:48:19.122205+00:00,11100,660200,950,233,0,0,"['#nadiemmakarim', '#mendikbudristek', '#kpk', '#beritakorupsi', '#beritaviral', '#beritaterkini', '#beritaterupdate', '#beritapolitik', '#beritahariini']",[],#politik,,,7546287415137144082,16,suara asli - Garuda Siwa Infotainment,Neutral,0.9552,Stress,0.9886,unknown,"[""Nadiem Makarim""]",,,,"[""Nadiem Makarim""]"
tiktok,sulthonil.mubarok,@sulthonil.mubarok,pak prabowo bersih internal sendiri tuju gak temen irwandi politik suararakyat perintah indonesia viral,https://www.tiktok.com/@sulthonil.mubarok/video/7545532630255635720,2025-09-02T16:40:25+00:00,2025-09-19T05:47:33.478995+00:00,58000,491500,1725,673,0,0,"['#politik', '#suararakyat', '#pemerintah', '#indonesia', '#viral']",['@Ferry'],#pemerintah,,,7545532630255635720,35,Bella Ciao (Música Original de la Serie la Casa de Papel/ Money Heist),Negative,0.8846,Stress,0.6019,unknown,"[""Prabowo Subianto""]",,,,"[""Prabowo Subianto""]"
tiktok,ai_satisfyreal,@ai_satisfyreal,lama rakyat satu garuda tak pernah jatuh indonesia foryou dpr fyp,https://www.tiktok.com/@ai_satisfyreal/video/7544237666091486471,2025-08-30T04:55:17+00:00,2025-09-19T05:48:46.861490+00:00,330200,4800000,22000,8847,0,0,"['#Indonesia', '#foryou', '#dpr', '#FYP']",[],#indonesia,,,7544237666091486471,50,suara asli - AI Satisfy,Neutral,0.6702,Sad,0.4048,unknown,,"[""DPR Ri"", ""Garuda Indonesia""]",,,
tiktok,monitorinddotcom,@monitorinddotcom,ramai seru bubar dpr media sosial wakil ketua komisi iii dpr ri ahmad sahroni tegas orang seru sebut orang t lol dunia nyata sampai sahroni usai kunjung kerja polda sumut jumat dpr ahmadsahroni beritaterkini viral politikindonesia fyp beritaterkini viral indonesia,https://www.tiktok.com/@monitorinddotcom/video/7541414027872750856,2025-08-22T14:18:05+00:00,2025-09-19T05:48:12.060802+00:00,230300,9600000,10300,36100,0,0,"['#DPR', '#AhmadSahroni', '#BeritaTerkini', '#Viral', '#PolitikIndonesia', '#fyp', '#BeritaTerkini', '#viral', '#indonesia']",[],#politik,,,7541414027872750856,115,suara asli - monitorindonesia.com,Neutral,0.9293,Stress,0.9921,unknown,"[""Ahmad Sahroni""]","[""DPR Ri""]",,"[""lol""]","[""Ahmad Sahroni""]"
tiktok,clipper_gabrielrey9,@clipper_gabrielrey9,perintah pasti insentif pph tanggung perintah dtp kerja gaji hingga rp juta lanjut bijak sasar kelompok utama sektor padat karya tekstil alas kaki pakai jadi kulit furnitur target juta kerja anggar rp miliar sektor pariwisata horeka hotel restoran alas kaki target ribu kerja anggar rp miliar total terima manfaat capai juta kerja alokasi anggar rp triliun dampak kerja hasil bawah rp juta bebas pajak daya beli tetap jaga tambah take home pay rp ribu hingga rp ribu per orang per bulan source kampus saham cryptowave gabrielrey triv purbayayudhisadewa mentrikeuangan,https://www.tiktok.com/@clipper_gabrielrey9/video/7551209056686329105,2025-09-17T23:48:58+00:00,2025-09-19T05:47:16.388294+00:00,160500,1100000,13300,1966,0,0,"['#cryptowave', '#gabrielrey', '#triv', '#purbayayudhisadewa', '#mentrikeuangan']",[],#pemerintah,,,7551209056686329105,17,suara asli - Sagu Jawau👊👩‍❤️‍👨🔒,Neutral,0.9329,Stress,0.9903,unknown,"[""Gabrielrey Triv Purbayayudhisadewa""]","[""Eka Hotel Restoran Alas Kaki"", ""Source Kampus Saham Cryptowave"", ""Utama Sektor Padat Karya Tekstil Alas Kaki Pakai Jadi Kulit Furnitur""]",,,
tiktok,suaradotcom,@suaradotcom,menteri uang purbaya yudhi sadewa becerita direktur utama dirut bank himbara pusing usai guyur dana perintah nila rp triliun purbaya kata gelontor dana banyak salur bantu turun bunga pinjam bank bunga deposit jelas cost of money turun jadi punya uang ragu belanjain mau pinjam bank ragu pinjam kata purbaya istana presiden jakarta senin lebih lanjut purbaya sebut awal bank himbara nyata sanggup terima dana rp triliun bilang enak kasih sana semua biar mikir jadi bukan saja mikir yang mikir ucap menkeu menterikeuangan purbaya yudhi sadewa purbayayudhi bank himbara bankbumn bank dirutbank breaking news suara,https://www.tiktok.com/@suaradotcom/video/7550263900252458246,2025-09-15T10:40:11+00:00,2025-09-19T05:47:14.375526+00:00,561400,17500000,23800,15100,0,0,"['#menkeu', '#menterikeuangan', '#purbaya', '#yudhi', '#sadewa', '#purbayayudhi', '#bank', '#himbara', '#bankbumn', '#bank', '#dirutbank', '#breaking', '#news', '#suara']",[],#pemerintah,,,7550263900252458246,78,suara asli - Suaradotcom,Neutral,0.8788,Stress,0.9904,unknown,"[""Purbaya Yudhi Sadewa""]","[""Bank Himbara""]",,,
tiktok,yadihermanto67,@yadihermanto67,fyppppppppppppppppppp peraturangamasukakal pertaminaindonesia pemerintahindonesia bbmpeetalit,https://www.tiktok.com/@yadihermanto67/video/7549860294906973446,2025-09-14T08:34:05+00:00,2025-09-19T05:47:39.533987+00:00,9432,762200,5612,9637,0,0,"['#fyppppppppppppppppppp', '#peraturangamasukakal', '#pertaminaindonesia', '#pemerintahindonesia', '#bbmpeetalit']",[],#pemerintah,,,7549860294906973446,101,suara asli - yadihermanto37@gmail.com,Neutral,0.9547,Stress,0.988,unknown,,,,,
twitter,@kpukotametro,KPU Kota Metro,temanpemilih hari kamis september komisi pilih umum kpu kota metro selenggara focus group discussion fgd tajuk cari sistem milu ideal indonesia metode verifikasi partai politik kpukotametro kpumelayani,https://x.com/kpukotametro/status/1968877343256002807,2025-09-19T03:18:33.000Z,2025-09-19 12:50:53,0,123,0,0,0,0,"['#temanpemilih', '#kpukotametro', '#kpumelayani']",[],,None,@kpukotametro,,,,Neutral,0.9653,Stress,0.967,Lampung,,"[""Focus Group Discuss"", ""Ro Kpumelayani""]",,,
tiktok,officialinews,@officialinews,menteri uang purbaya yudhi sadewa pasti laku patroli bagai menteri lembaga pantau serap anggar negara tahun rencana akan mulai bulan depan diri hadir rapat batas sama presiden prabowo subianto istana presiden jakarta purbaya tegas perintah boleh biar dana publik sudah alokasi justru manfaat maksimal sebut menteri uang siap damping sekaligus cari solusi serap anggar lebih efektif demikian belanja negara tuju masyarakat segera realisasi purbaya tekan langkah rupa upaya pasti bangun hambat karena masalah teknis birokrasi purbaya anggarannegara ekonomiindonesia belanjapublik,https://www.tiktok.com/@officialinews/video/7550865352624852231,2025-09-17T01:34:07+00:00,2025-09-19T05:47:15.381797+00:00,71100,2100000,1439,2269,0,0,"['#Purbaya', '#AnggaranNegara', '#EkonomiIndonesia', '#BelanjaPublik']",[],#pemerintah,,,7550865352624852231,75,suara asli - OfficialiNews,Neutral,0.7029,Stress,0.9901,unknown,"[""Prabowo Subianto"", ""Purbaya Yudhi Sadewa""]","[""Istana Presiden Jakarta"", ""Ya Anggarannegara Ekonomiindonesia""]",,,"[""Prabowo Subianto""]"
tiktok,seniberpolitik,@seniberpolitik,sudirman said ungkap awal mula marah jokowi soal papa minta saham viral fyp politik news komedi prabowo jokowi indonesia gibran gerindra dpr dprri kpk jaksa adil kpk ri jakartahits jakarta indonesia hits,https://www.tiktok.com/@seniberpolitik/video/7546429979744046341,2025-09-05T02:42:37+00:00,2025-09-19T05:48:02.988738+00:00,23400,333100,2702,3085,0,0,"['#viral', '#fyp', '#politik', '#news', '#komedi', '#prabowo', '#jokowi', '#indonesia', '#gibran', '#gerindra', '#dpr', '#dprri', '#kpk', '#kejaksaan', '#pengadilan', '#kpk_ri', '#jakartahits', '#jakarta', '#indonesiaku', '#hits']",[],#politik,,,7546429979744046341,178,suara asli - Seni Berpolitik,Neutral,0.9574,Stress,0.9866,unknown,"[""Gibran Rakabuming Raka"", ""Joko Widodo"", ""Prabowo Subianto"", ""Sudirman Said""]","[""DPR Ri"", ""Partai Gerindra""]",,,"[""Joko Widodo"", ""Jokowi"", ""Prabowo Subianto""]"
twitter,@barudakfixon,sisiwiski ujang kedu,kadang gue bingung ken indo demokratis tp jam pagi diskusi kondisi politik indonesia yg lg depan nyata aja bilang berat terus gimana mau jd demokratis yg daulat tangan rakyat yg hari hrs monitor gerak gerik perintah bad or good kalo msh berat,https://x.com/barudakfixon/status/1968909469154254924,2025-09-19T05:26:12.000Z,2025-09-19 12:49:49,1,40,0,0,1,1,[],[],,None,None,,,,Negative,0.9262,Stress,0.9911,unknown,"[""Rizieq Shihab""]",,,,
tiktok,nmtreal96,@nmtreal96,hujanturun suarahujan suasanahujan ketenanganalam nuansadesa damaidipedesaan hujandanalam healingdenganalam menenangkanhati alamindonesia mancing,https://www.tiktok.com/@nmtreal96/video/7528597235727142151,2025-07-19T01:22:29+00:00,2025-09-19T05:49:05.958505+00:00,10700,543000,735,412,0,0,"['#HujanTurun', '#SuaraHujan', '#SuasanaHujan', '#KetenanganAlam', '#NuansaDesa', '#DamaiDiPedesaan', '#HujanDanAlam', '#HealingDenganAlam', '#MenenangkanHati', '#AlamIndonesia', '#mancing']",[],#indonesia,Puncak bogor,"Ciloto, Cipanas, Cianjur Regency, West Java, Indonesia",7528597235727142151,8,"Suara alam ,air dan burung",Positive,0.977,Happy,0.8929,Jawa Barat,,,,"[""mancing""]",
twitter,@Otto_0967,#HooLeeShit,indonesia negara hukum hukum jadi alat politik pukul lawan lindung kawan demo hari jumat tuntut silfester jeblos penjara laju batas bijak fiskal perintah ulil,https://x.com/Otto_0967/status/1968854788243669353,2025-09-19T01:48:55.000Z,2025-09-19 12:52:15,0,979,0,0,0,0,[],[],,None,"Semarang Timur, Indonesia",,,,Negative,0.6506,Stress,0.9918,Jawa Tengah,,,,,
tiktok,indahprabowomaharani,@indahprabowomaharani,swasembada pangan sejahtera rakyat perintah sama tani terus dorong mandiri pangan indonesia makin kuat sejahtera mampu penuh butuh rakyat sendiri dukung tani garda depan tahan pangan nasional visipresidenprabowo petaniindonesia swasembadapangan mandiripangan ketahananpangan indonesiamaju pertanianindonesia banggajadipetani kedaulatanpangan,https://www.tiktok.com/@indahprabowomaharani/video/7551617115208437010,2025-09-19T02:11:21+00:00,2025-09-19T05:47:27.448942+00:00,5058,44300,4991,11,0,0,"['#visipresidenprabowo', '#PetaniIndonesia', '#SwaseMbadaPangan', '#MandiriPangan', '#KetahananPangan', '#IndonesiaMaju', '#PertanianIndonesia', '#BanggaJadiPetani', '#KedaulatanPangan']",[],#pemerintah,,,7551617115208437010,63,original sound - Indah Prabowo Maharani,Positive,0.8718,Grateful,0.9922,unknown,,"[""Petaniindonesia Swasembada"", ""Tahan Pangan Nasional Visi""]",,,
tiktok,metro_tv,@metro_tv,badan legislasi baleg dpr dpd ri perintah pakat tetap program legislasi nasional prolegnas prioritas susun prolegnas prioritas putus ambil rapat pleno kompleks parlemen senayan jakarta minta tuju rapat hasil evaluasi ubah dua ruu prolegnas prioritas susun ruu prolegnas prioritas proses lebih lanjut sesuai atur undang undang ujar ketua baleg dpr bob hasan ruang rapat baleg dpr kompleks parlemen senayan jakarta kamis september seluruh serta rapat nyata tuju adapun prolegnas prioritas tetap jumlah ruu serta ruu kumulatif buka ruu tambah usul dpr ruu usul perintah tujuh ruu tambah usul dpr prolegnas prioritas revisi uu polri ruu ampas aset ruu ampas aset kait tindak pidana kemudian ruu kawasan industri ruu kamar dagang industri ruu perintah aceh ruu badan usaha milik daerah ruu sistem buku tiktokmetrotv tiktokberita beritaviral beritatiktok kini viral fyp dpr dprri ruu ruuperampasanaset,https://www.tiktok.com/@metro_tv/video/7551622867096472840,2025-09-19T02:33:48+00:00,2025-09-19T05:47:20.400812+00:00,649,37000,35,49,0,0,"['#tiktokmetrotv', '#tiktokberita', '#beritaviral', '#beritatiktok', '#terkini', '#viral', '#fyp', '#dpr', '#dprri', '#ruu', '#ruuperampasanaset']",[],#pemerintah,,,7551622867096472840,10,"News, news, seriousness, tension(1077866)",Neutral,0.9583,Stress,0.9887,unknown,"[""Bob Hasan""]","[""DPR Ri"", ""Kamar Dagang Industri"", ""Kmetrotv Tikto"", ""POLRI"", ""Perintah Aceh"", ""Ri Ruu"", ""Sistem Buku Tik""]",,,
tiktok,adtya301120,@adtya301120,tinggal jawab pak malah ngeyel cawapres cawapres milu debatpemilu debat milu debathariini livetv trendding debatcawapres presiden fyp viral foryu beritaterkini beritatiktok tiktok nonton rawan relawananiesbaswedan relawanganjar relawanprabowo fyp viral fyppppppppppppppppppppppp fypage fypdong foryou,https://www.tiktok.com/@adtya301120/video/7327608875211951366,2024-01-24T10:24:55+00:00,2025-09-19T05:48:03.994317+00:00,47800,3200000,816,2302,0,0,"['#cawapres', '#cawapres2024', '#pemilu2024', '#debatpemilu2024', '#DEBAT', '#pemilu', '#debathariini', '#livetv', '#trendding', '#debatcawapres', '#presiden2024', '#fypシ', '#foryu', '#beritaterkini', '#beritatiktok', '#tiktok', '#nonton', '#relawan', '#relawananiesbaswedan', '#relawanganjar', '#relawanprabowo', '#fypシ', '#fyppppppppppppppppppppppp', '#fypage', '#fypdong', '#foryou']",[],#politik,,,7327608875211951366,27,suara asli - inisial_f,Neutral,0.8252,Stress,0.9887,unknown,,"[""Relawananiesbaswedan Relawanganjar Relawanprabowo""]",,,
twitter,@janciiiook,Paolo,gusti allah tidur propagada politik paling kejam jual agama manusia manusia indonesia lebih pilih pasrah lawan nasib,https://x.com/janciiiook/status/1968822513930027443,2025-09-18T23:40:40.000Z,2025-09-19 12:52:56,20,658,0,0,0,3,[],[],,None,None,,,,Negative,0.9383,Stress,0.9797,unknown,"[""Gusti Allah""]",,,,
tiktok,ethicpolitic,@ethicpolitic,depolitisasi politik kotor etikapolitik puisi korupsi ungkap politik kotor rupa salah satu siasat depolitisasi sebar pandang politik kotor orang orang harap jadi apatis enggan libat giat politik individu kelompok mulai rasa politik dunia penuh korupsi tipu daya ketidakjujuran cenderung tarik diri mau partisipasi apatisme politik hasil untung kuasa kurang mungkin ada lawan kontrol masyarakat masyarakat libat kuasa operasi lebih leluasa harus khawatir tanggap publik tekan kelompok kelompok kritis depolitisasi tuju mati semangat partisipasi politik buat masyarakat tidak peduli proses demokrasi ambil putus pengaruh hidup masyarakat akibat kurang kontrol akuntabilitas mereka yang ada posisi kuasa,https://www.tiktok.com/@ethicpolitic/video/7380287637606665477,2024-06-14T09:25:25+00:00,2025-09-19T05:48:16.091278+00:00,63400,1500000,14700,1781,0,0,"['#Etikapolitik', '#puisi', '#korupsi']",[],#politik,Indonesia,Asia,7380287637606665477,57,Depolitisasi,Negative,0.9533,Stress,0.9882,unknown,,,,,
twitter,@aldimaheswara,Aldi Maheswara,temen gue kalo bahas perpolitakan indonesia analisis nya kayak ilmuwan politik,https://x.com/aldimaheswara/status/1968878855176798464,2025-09-19T03:24:33.000Z,2025-09-19 12:50:23,0,161,0,0,0,0,[],[],,None,None,,,,Negative,0.9105,Stress,0.9725,unknown,"[""Gue Kalo""]",,,,
tiktok,bertemujalanpulang,@bertemujalanpulang,strategi senyap prabowonomic fishing time biar tambah tau aja politik tranding prabowosubianto indonesia fyppppppppppppppppppppppp,https://www.tiktok.com/@bertemujalanpulang/video/7546539034273729798,2025-09-05T09:45:52+00:00,2025-09-19T05:48:14.079379+00:00,374,12000,169,121,0,0,"['#politik', '#tranding', '#prabowosubianto', '#indonesia', '#fyppppppppppppppppppppppp']",[],#politik,,,7546539034273729798,172,suara asli - TambahTau,Neutral,0.7105,Stress,0.9846,unknown,"[""Prabowo Subianto""]",,,"[""fishing""]",
tiktok,dennysumargoreal,@dennysumargoreal,klean pikir aku beneran pijit ci oliv yg mantau dennysumargo tiktokindonesia fypindonesia trending,https://www.tiktok.com/@dennysumargoreal/video/7210272827692338459,2023-03-14T05:41:08+00:00,2025-09-19T05:48:56.912867+00:00,623700,24900000,4138,1694,0,0,"['#dennysumargo', '#tiktokindonesia', '#fypindonesia', '#trending2023']",[],#indonesia,,,7210272827692338459,21,original sound - DENNY SUMARGO,Neutral,0.5882,Angry,0.9023,unknown,"[""Ci Oliv"", ""Dennysumargo Tiktokin""]",,,,
tiktok,lensa.rams,@lensa.rams,wow keren aksi goyang sinso bocil pacu jalur trending tiktok viral indonesia pacujalur,https://www.tiktok.com/@lensa.rams/video/7545768931223489812,2025-09-03T07:57:24+00:00,2025-09-19T05:48:43.847813+00:00,71300,3400000,1495,542,0,0,"['#trending', '#tiktok', '#viral', '#indonesia', '#pacujalur']",[],#indonesia,,,7545768931223489812,15,suara asli - Priscilla Putri01,Neutral,0.8719,Stress,0.9618,unknown,,,,,
tiktok,mbaknonikreal,@mbaknonikreal,videoviral tiktokindonesia fyptiktok tiktok viralvideo viral kulinerviral reel fyp tiktokviral,https://www.tiktok.com/@mbaknonikreal/video/7523285020992163090,2025-07-04T17:48:18+00:00,2025-09-19T05:48:53.897468+00:00,14700,1500000,2198,0,0,0,"['#videoviral', '#tiktokindonesia', '#fyptiktok', '#tiktok', '#viralvideo', '#viral', '#kulinerviral', '#reel', '#fyp', '#tiktokviral']",[],#indonesia,,,7523285020992163090,17,suara asli - Mbak Nonik Official,Neutral,0.9508,Stress,0.9828,unknown,,,,,
tiktok,officialinews,@officialinews,nyata puan maharani soal kabur dulu tengah kondisi indonesia ia gambar gelap picu reaksi luas bukan kalang politik juga generasi muda temu cara kreatif sampai resah salah satu lewat fenomena bendera bendera fiksi mulai dari lambang negara konoha serial naruto hingga bendera bajak laut topi jerami one piece fenomena nilai simbol lawan kreatif generasi muda guna ikon pop culture wakil aspirasi sindir bahkan rasa frustrasi hadap situasi politik sosial meski bagi pihak anggap sekadar hibur visual makna balik justru pesan imajinasi kadang asa lebih jujur realita ada puanmaharani sidangtahunanmpr benderaanime aspirasigenerasiz,https://www.tiktok.com/@officialinews/video/7538647458683882760,2025-08-15T03:22:24+00:00,2025-09-19T05:47:57.969814+00:00,306000,10900000,6664,30200,0,0,"['#PuanMaharani', '#SidangTahunanMPR', '#BenderaAnime', '#AspirasiGenerasiZ']",[],#politik,,,7538647458683882760,97,original sound - OfficialiNews,Negative,0.5249,Stress,0.9917,unknown,"[""Puan Maharani""]",,,,"[""Puan Maharani""]"
tiktok,whisnugunanjar,@whisnugunanjar,a d animated map of indonesia styled like a vintage atlas the islands are elevated and textured with lush forests iconic landmarks like monas borobudur and traditional houses placed in their regions a smoking volcano in sumatra rice fields in java and turquoise seas surround the islands a bold indonesia title is printed on the map warm cinematic lighting from the side shallow depth of field high quality rendering dramatic patriotic mood powerful narration in indonesian deep serious tone delapan puluh tahun indonesia merdeka satu kuat terus laju duration seconds aspect ratio style cinematic dramatic stylized d map national pride negative prompt low detail blurry distorted islands low resolution dark lighting inaccurate map creepy realistic humans cluttered background glitch messy texture googleveo veo,https://www.tiktok.com/@whisnugunanjar/video/7535482051185741076,2025-08-06T14:39:06+00:00,2025-09-19T05:48:51.885463+00:00,351,31900,300,27,0,0,"['#Googleveo3', '#veo3']",[],#indonesia,,,7535482051185741076,8,suara asli - whisnu gunanjar,Neutral,0.4879,Stress,0.9058,unknown,,,,,
tiktok,instrategic.id,@instrategic.id,good news perintah resmi bebas pph karyawan gaji bawah juta gaji bersih bakal lebih tinggi tiap bulan tambah cash sampai ratus ribu bijak laku panjang pasti npwp nik daftar sistem pajak langsung nikmat benefitnya pajakindonesia indonesiamaju andryhakim cryptowave fyp,https://www.tiktok.com/@instrategic.id/video/7550954580146785554,2025-09-17T07:20:22+00:00,2025-09-19T05:47:23.434538+00:00,98100,1600000,8760,5920,0,0,"['#pajakindonesia', '#indonesiamaju', '#andryhakim', '#cryptowave', '#fyp']",[],#pemerintah,,,7550954580146785554,18,suara asli,Neutral,0.7964,Stress,0.9719,unknown,"[""Andryhakim Cryptowav""]","[""Pajakindonesia Indonesia""]",,,
tiktok,ridfarid777,@ridfarid777,gak bayang berapa haru sedih tangis gembira negeri ketika timnas indonesia round tanding akhir rebut tiket world cup indonesia dapat penalti teresebut hasil lolos piala dunia timnasindonesia timnasday worldcup update foryou u foryoupage fyp fyp viral fyp,https://www.tiktok.com/@ridfarid777/video/7515683201919257912,2025-06-14T06:09:28+00:00,2025-09-19T05:48:47.870508+00:00,114200,3800000,1847,2741,0,0,"['#timnasindonesia', '#timnasday', '#worldcup', '#update', '#foryou', '#4u', '#foryoupage', '#fyp', '#fypシ', '#fypシ']",[],#indonesia,,,7515683201919257912,41,suara asli - _ridhfootbal77_,Positive,0.4806,Stress,0.6017,unknown,,"[""Day Worldcu"", ""Timnas Indonesia""]",,,
tiktok,dr.mohammadwahyu,@dr.mohammadwahyu,perintah kabupaten cianjur lalu bupati cianjur dr h wahyu tegas komitmen beri lindung penuh korban leceh anak bantu hukum damping terus upaya korban dapat adil pulih seluruh anak anak generasi masa depan harus jaga harkat martabat boleh ruang keras maupun leceh negara hadir lindung ujar bupati cianjur drmohammadwahyu,https://www.tiktok.com/@dr.mohammadwahyu/video/7551616317674114316,2025-09-19T02:08:16+00:00,2025-09-19T05:47:42.551106+00:00,1327,22200,13,46,0,0,['#drmohammadwahyu'],[],#pemerintah,Cianjur,"West Java, Indonesia",7551616317674114316,73,"Piano, sad, touching, majestic, nature, movie",Neutral,0.8839,Grateful,0.9954,Jawa Barat,"[""Dr H Wahyu""]",,,,
